"","qweek","vac_1","age","gender","country","Age_groups","agegroup_fct","Vaccine_fct"
"400","week 24","1",54,"Female","Australia",4,"45-54","Strongly agree"
"401","week 24","1",24,"Female","Australia",1,"18-24","Strongly agree"
"402","week 24","4",42,"Female","Australia",3,"35-44","Somewhat disagree"
"403","week 24","1",47,"Female","Australia",4,"45-54","Strongly agree"
"404","week 24","5",59,"Female","Australia",5,"55-64","Strongly disagree"
"405","week 24","1",21,"Female","Australia",1,"18-24","Strongly agree"
"406","week 24","1",70,"Female","Australia",6,"65+","Strongly agree"
"407","week 24","2",23,"Female","Australia",1,"18-24","Somewhat agree"
"408","week 24","1",71,"Male","Australia",6,"65+","Strongly agree"
"409","week 24","4",30,"Female","Australia",2,"25-34","Somewhat disagree"
"410","week 24","1",36,"Female","Australia",3,"35-44","Strongly agree"
"411","week 24","1",80,"Male","Australia",6,"65+","Strongly agree"
"412","week 24","1",58,"Female","Australia",5,"55-64","Strongly agree"
"413","week 24","3",82,"Male","Australia",6,"65+","Neutral/no opinion"
"414","week 24","5",78,"Male","Australia",6,"65+","Strongly disagree"
"415","week 24","1",73,"Male","Australia",6,"65+","Strongly agree"
"416","week 24","3",41,"Male","Australia",3,"35-44","Neutral/no opinion"
"417","week 24","4",27,"Male","Australia",2,"25-34","Somewhat disagree"
"418","week 24","2",28,"Female","Australia",2,"25-34","Somewhat agree"
"419","week 24","1",57,"Female","Australia",5,"55-64","Strongly agree"
"420","week 24","1",69,"Male","Australia",6,"65+","Strongly agree"
"421","week 24","5",31,"Female","Australia",2,"25-34","Strongly disagree"
"422","week 24","3",30,"Female","Australia",2,"25-34","Neutral/no opinion"
"423","week 24","1",72,"Male","Australia",6,"65+","Strongly agree"
"424","week 24","2",65,"Male","Australia",6,"65+","Somewhat agree"
"425","week 24","1",28,"Female","Australia",2,"25-34","Strongly agree"
"426","week 24","5",52,"Female","Australia",4,"45-54","Strongly disagree"
"427","week 24","3",26,"Female","Australia",2,"25-34","Neutral/no opinion"
"428","week 24","5",75,"Male","Australia",6,"65+","Strongly disagree"
"429","week 24","3",30,"Female","Australia",2,"25-34","Neutral/no opinion"
"430","week 24","4",31,"Female","Australia",2,"25-34","Somewhat disagree"
"431","week 24","5",58,"Male","Australia",5,"55-64","Strongly disagree"
"432","week 24","5",35,"Male","Australia",3,"35-44","Strongly disagree"
"433","week 24","1",80,"Female","Australia",6,"65+","Strongly agree"
"434","week 24","5",68,"Male","Australia",6,"65+","Strongly disagree"
"435","week 24","1",82,"Male","Australia",6,"65+","Strongly agree"
"436","week 24","2",82,"Male","Australia",6,"65+","Somewhat agree"
"437","week 24","5",50,"Male","Australia",4,"45-54","Strongly disagree"
"438","week 24","5",49,"Female","Australia",4,"45-54","Strongly disagree"
"439","week 24","4",39,"Female","Australia",3,"35-44","Somewhat disagree"
"440","week 24","1",30,"Male","Australia",2,"25-34","Strongly agree"
"441","week 24","3",26,"Female","Australia",2,"25-34","Neutral/no opinion"
"442","week 24","3",22,"Male","Australia",1,"18-24","Neutral/no opinion"
"443","week 24","1",63,"Male","Australia",5,"55-64","Strongly agree"
"444","week 24","5",56,"Male","Australia",5,"55-64","Strongly disagree"
"445","week 24","3",56,"Male","Australia",5,"55-64","Neutral/no opinion"
"446","week 24","3",46,"Male","Australia",4,"45-54","Neutral/no opinion"
"447","week 24","1",40,"Male","Australia",3,"35-44","Strongly agree"
"448","week 24","3",39,"Male","Australia",3,"35-44","Neutral/no opinion"
"449","week 24","3",65,"Male","Australia",6,"65+","Neutral/no opinion"
"450","week 24","1",64,"Male","Australia",5,"55-64","Strongly agree"
"451","week 24","1",63,"Male","Australia",5,"55-64","Strongly agree"
"452","week 24","4",53,"Male","Australia",4,"45-54","Somewhat disagree"
"453","week 24","1",47,"Male","Australia",4,"45-54","Strongly agree"
"454","week 24","2",60,"Male","Australia",5,"55-64","Somewhat agree"
"455","week 24","1",64,"Male","Australia",5,"55-64","Strongly agree"
"456","week 24","1",35,"Female","Australia",3,"35-44","Strongly agree"
"457","week 24","3",41,"Female","Australia",3,"35-44","Neutral/no opinion"
"458","week 24","2",56,"Male","Australia",5,"55-64","Somewhat agree"
"459","week 24","1",63,"Male","Australia",5,"55-64","Strongly agree"
"460","week 24","1",64,"Female","Australia",5,"55-64","Strongly agree"
"461","week 24","5",29,"Female","Australia",2,"25-34","Strongly disagree"
"462","week 24","3",72,"Female","Australia",6,"65+","Neutral/no opinion"
"463","week 24","1",40,"Male","Australia",3,"35-44","Strongly agree"
"464","week 24","3",26,"Female","Australia",2,"25-34","Neutral/no opinion"
"465","week 24","3",38,"Female","Australia",3,"35-44","Neutral/no opinion"
"466","week 24","1",71,"Male","Australia",6,"65+","Strongly agree"
"467","week 24","3",75,"Female","Australia",6,"65+","Neutral/no opinion"
"468","week 24","3",67,"Female","Australia",6,"65+","Neutral/no opinion"
"469","week 24","5",54,"Male","Australia",4,"45-54","Strongly disagree"
"470","week 24","4",36,"Male","Australia",3,"35-44","Somewhat disagree"
"471","week 24","3",72,"Female","Australia",6,"65+","Neutral/no opinion"
"472","week 24","1",29,"Female","Australia",2,"25-34","Strongly agree"
"473","week 24","4",74,"Female","Australia",6,"65+","Somewhat disagree"
"474","week 24","2",50,"Male","Australia",4,"45-54","Somewhat agree"
"475","week 24","3",52,"Female","Australia",4,"45-54","Neutral/no opinion"
"476","week 24","5",80,"Female","Australia",6,"65+","Strongly disagree"
"477","week 24","5",36,"Male","Australia",3,"35-44","Strongly disagree"
"478","week 24","4",79,"Female","Australia",6,"65+","Somewhat disagree"
"479","week 24","2",21,"Female","Australia",1,"18-24","Somewhat agree"
"480","week 24","1",68,"Female","Australia",6,"65+","Strongly agree"
"481","week 24","5",48,"Female","Australia",4,"45-54","Strongly disagree"
"482","week 24","2",79,"Female","Australia",6,"65+","Somewhat agree"
"483","week 24","1",56,"Male","Australia",5,"55-64","Strongly agree"
"484","week 24","2",59,"Male","Australia",5,"55-64","Somewhat agree"
"485","week 24","2",70,"Female","Australia",6,"65+","Somewhat agree"
"486","week 24","3",31,"Female","Australia",2,"25-34","Neutral/no opinion"
"487","week 24","2",64,"Male","Australia",5,"55-64","Somewhat agree"
"488","week 24","3",34,"Female","Australia",2,"25-34","Neutral/no opinion"
"489","week 24","2",63,"Male","Australia",5,"55-64","Somewhat agree"
"490","week 24","3",51,"Male","Australia",4,"45-54","Neutral/no opinion"
"491","week 24","2",56,"Male","Australia",5,"55-64","Somewhat agree"
"492","week 24","3",29,"Female","Australia",2,"25-34","Neutral/no opinion"
"493","week 24","5",41,"Male","Australia",3,"35-44","Strongly disagree"
"494","week 24","1",60,"Male","Australia",5,"55-64","Strongly agree"
"495","week 24","3",34,"Female","Australia",2,"25-34","Neutral/no opinion"
"496","week 24","5",63,"Male","Australia",5,"55-64","Strongly disagree"
"497","week 24","2",67,"Female","Australia",6,"65+","Somewhat agree"
"498","week 24","1",34,"Female","Australia",2,"25-34","Strongly agree"
"499","week 24","1",63,"Female","Australia",5,"55-64","Strongly agree"
"500","week 24","1",59,"Male","Australia",5,"55-64","Strongly agree"
"501","week 24","3",37,"Female","Australia",3,"35-44","Neutral/no opinion"
"502","week 24","2",45,"Male","Australia",4,"45-54","Somewhat agree"
"503","week 24","1",28,"Female","Australia",2,"25-34","Strongly agree"
"504","week 24","1",73,"Female","Australia",6,"65+","Strongly agree"
"505","week 24","5",58,"Male","Australia",5,"55-64","Strongly disagree"
"506","week 24","1",48,"Female","Australia",4,"45-54","Strongly agree"
"507","week 24","1",64,"Male","Australia",5,"55-64","Strongly agree"
"508","week 24","5",59,"Male","Australia",5,"55-64","Strongly disagree"
"509","week 24","3",45,"Female","Australia",4,"45-54","Neutral/no opinion"
"510","week 24","4",35,"Female","Australia",3,"35-44","Somewhat disagree"
"511","week 24","1",67,"Female","Australia",6,"65+","Strongly agree"
"512","week 24","3",61,"Female","Australia",5,"55-64","Neutral/no opinion"
"513","week 24","1",73,"Male","Australia",6,"65+","Strongly agree"
"514","week 24","1",64,"Male","Australia",5,"55-64","Strongly agree"
"515","week 24","3",40,"Male","Australia",3,"35-44","Neutral/no opinion"
"516","week 24","1",61,"Female","Australia",5,"55-64","Strongly agree"
"517","week 24","1",61,"Male","Australia",5,"55-64","Strongly agree"
"518","week 24","1",24,"Male","Australia",1,"18-24","Strongly agree"
"519","week 24","3",25,"Male","Australia",2,"25-34","Neutral/no opinion"
"520","week 24","3",65,"Female","Australia",6,"65+","Neutral/no opinion"
"521","week 24","4",70,"Female","Australia",6,"65+","Somewhat disagree"
"522","week 24","1",55,"Female","Australia",5,"55-64","Strongly agree"
"523","week 24","3",39,"Female","Australia",3,"35-44","Neutral/no opinion"
"524","week 24","2",53,"Male","Australia",4,"45-54","Somewhat agree"
"525","week 24","3",76,"Female","Australia",6,"65+","Neutral/no opinion"
"526","week 24","5",52,"Female","Australia",4,"45-54","Strongly disagree"
"527","week 24","2",77,"Female","Australia",6,"65+","Somewhat agree"
"528","week 24","1",72,"Female","Australia",6,"65+","Strongly agree"
"529","week 24","1",47,"Female","Australia",4,"45-54","Strongly agree"
"530","week 24","1",70,"Female","Australia",6,"65+","Strongly agree"
"531","week 24","1",28,"Male","Australia",2,"25-34","Strongly agree"
"532","week 24","3",42,"Female","Australia",3,"35-44","Neutral/no opinion"
"533","week 24","4",29,"Female","Australia",2,"25-34","Somewhat disagree"
"534","week 24","5",44,"Male","Australia",3,"35-44","Strongly disagree"
"535","week 24","1",71,"Female","Australia",6,"65+","Strongly agree"
"536","week 24","3",29,"Female","Australia",2,"25-34","Neutral/no opinion"
"537","week 24","5",40,"Female","Australia",3,"35-44","Strongly disagree"
"538","week 24","3",56,"Female","Australia",5,"55-64","Neutral/no opinion"
"539","week 24","1",61,"Female","Australia",5,"55-64","Strongly agree"
"540","week 24","3",33,"Female","Australia",2,"25-34","Neutral/no opinion"
"541","week 24","1",23,"Female","Australia",1,"18-24","Strongly agree"
"542","week 24","1",64,"Female","Australia",5,"55-64","Strongly agree"
"543","week 24","1",68,"Male","Australia",6,"65+","Strongly agree"
"544","week 24","4",63,"Male","Australia",5,"55-64","Somewhat disagree"
"545","week 24","3",45,"Female","Australia",4,"45-54","Neutral/no opinion"
"546","week 24","1",54,"Female","Australia",4,"45-54","Strongly agree"
"547","week 24","3",81,"Female","Australia",6,"65+","Neutral/no opinion"
"548","week 24","1",37,"Male","Australia",3,"35-44","Strongly agree"
"549","week 24","1",40,"Female","Australia",3,"35-44","Strongly agree"
"550","week 24","1",34,"Male","Australia",2,"25-34","Strongly agree"
"551","week 24","3",46,"Female","Australia",4,"45-54","Neutral/no opinion"
"552","week 24","2",76,"Female","Australia",6,"65+","Somewhat agree"
"553","week 24","4",26,"Male","Australia",2,"25-34","Somewhat disagree"
"554","week 24","1",69,"Female","Australia",6,"65+","Strongly agree"
"555","week 24","5",27,"Female","Australia",2,"25-34","Strongly disagree"
"556","week 24","1",55,"Male","Australia",5,"55-64","Strongly agree"
"557","week 24","1",74,"Female","Australia",6,"65+","Strongly agree"
"558","week 24","5",54,"Male","Australia",4,"45-54","Strongly disagree"
"559","week 24","1",63,"Male","Australia",5,"55-64","Strongly agree"
"560","week 24","1",70,"Female","Australia",6,"65+","Strongly agree"
"561","week 24","3",31,"Female","Australia",2,"25-34","Neutral/no opinion"
"562","week 24","1",25,"Male","Australia",2,"25-34","Strongly agree"
"563","week 24","2",38,"Male","Australia",3,"35-44","Somewhat agree"
"564","week 24","4",44,"Male","Australia",3,"35-44","Somewhat disagree"
"565","week 24","2",24,"Female","Australia",1,"18-24","Somewhat agree"
"566","week 24","3",51,"Female","Australia",4,"45-54","Neutral/no opinion"
"567","week 24","3",53,"Female","Australia",4,"45-54","Neutral/no opinion"
"568","week 24","2",52,"Female","Australia",4,"45-54","Somewhat agree"
"569","week 24","5",25,"Female","Australia",2,"25-34","Strongly disagree"
"570","week 24","1",33,"Male","Australia",2,"25-34","Strongly agree"
"571","week 24","5",38,"Female","Australia",3,"35-44","Strongly disagree"
"572","week 24","2",21,"Female","Australia",1,"18-24","Somewhat agree"
"573","week 24","1",61,"Female","Australia",5,"55-64","Strongly agree"
"574","week 24","3",58,"Female","Australia",5,"55-64","Neutral/no opinion"
"575","week 24","3",23,"Female","Australia",1,"18-24","Neutral/no opinion"
"576","week 24","2",26,"Female","Australia",2,"25-34","Somewhat agree"
"577","week 24","1",32,"Male","Australia",2,"25-34","Strongly agree"
"578","week 24","1",71,"Female","Australia",6,"65+","Strongly agree"
"579","week 24","4",60,"Female","Australia",5,"55-64","Somewhat disagree"
"580","week 24","1",50,"Female","Australia",4,"45-54","Strongly agree"
"581","week 24","2",36,"Male","Australia",3,"35-44","Somewhat agree"
"582","week 24","2",57,"Female","Australia",5,"55-64","Somewhat agree"
"583","week 24","3",58,"Female","Australia",5,"55-64","Neutral/no opinion"
"584","week 24","5",41,"Female","Australia",3,"35-44","Strongly disagree"
"585","week 24","1",83,"Male","Australia",6,"65+","Strongly agree"
"586","week 24","1",53,"Female","Australia",4,"45-54","Strongly agree"
"587","week 24","4",57,"Female","Australia",5,"55-64","Somewhat disagree"
"588","week 24","1",62,"Male","Australia",5,"55-64","Strongly agree"
"589","week 24","1",64,"Male","Australia",5,"55-64","Strongly agree"
"590","week 24","5",47,"Female","Australia",4,"45-54","Strongly disagree"
"591","week 24","1",71,"Female","Australia",6,"65+","Strongly agree"
"592","week 24","3",59,"Female","Australia",5,"55-64","Neutral/no opinion"
"593","week 24","1",60,"Female","Australia",5,"55-64","Strongly agree"
"594","week 24","4",37,"Female","Australia",3,"35-44","Somewhat disagree"
"595","week 24","1",56,"Female","Australia",5,"55-64","Strongly agree"
"596","week 24","1",45,"Female","Australia",4,"45-54","Strongly agree"
"597","week 24","1",45,"Female","Australia",4,"45-54","Strongly agree"
"598","week 24","1",76,"Female","Australia",6,"65+","Strongly agree"
"599","week 24","4",44,"Female","Australia",3,"35-44","Somewhat disagree"
"600","week 24","5",33,"Male","Australia",2,"25-34","Strongly disagree"
"601","week 24","3",47,"Male","Australia",4,"45-54","Neutral/no opinion"
"602","week 24","5",58,"Male","Australia",5,"55-64","Strongly disagree"
"603","week 24","5",44,"Male","Australia",3,"35-44","Strongly disagree"
"604","week 24","4",42,"Female","Australia",3,"35-44","Somewhat disagree"
"605","week 24","4",36,"Female","Australia",3,"35-44","Somewhat disagree"
"606","week 24","1",63,"Male","Australia",5,"55-64","Strongly agree"
"607","week 24","1",26,"Female","Australia",2,"25-34","Strongly agree"
"608","week 24","1",33,"Female","Australia",2,"25-34","Strongly agree"
"609","week 24","1",41,"Female","Australia",3,"35-44","Strongly agree"
"610","week 24","4",42,"Male","Australia",3,"35-44","Somewhat disagree"
"611","week 24","1",38,"Male","Australia",3,"35-44","Strongly agree"
"612","week 24","4",69,"Male","Australia",6,"65+","Somewhat disagree"
"613","week 24","3",65,"Male","Australia",6,"65+","Neutral/no opinion"
"614","week 24","3",43,"Female","Australia",3,"35-44","Neutral/no opinion"
"615","week 24","1",46,"Female","Australia",4,"45-54","Strongly agree"
"616","week 24","4",35,"Male","Australia",3,"35-44","Somewhat disagree"
"617","week 24","3",66,"Female","Australia",6,"65+","Neutral/no opinion"
"618","week 24","3",30,"Female","Australia",2,"25-34","Neutral/no opinion"
"619","week 24","5",63,"Male","Australia",5,"55-64","Strongly disagree"
"620","week 24","5",36,"Female","Australia",3,"35-44","Strongly disagree"
"621","week 24","1",36,"Male","Australia",3,"35-44","Strongly agree"
"622","week 24","1",68,"Female","Australia",6,"65+","Strongly agree"
"623","week 24","2",64,"Female","Australia",5,"55-64","Somewhat agree"
"624","week 24","1",49,"Female","Australia",4,"45-54","Strongly agree"
"625","week 24","1",73,"Male","Australia",6,"65+","Strongly agree"
"626","week 24","5",42,"Female","Australia",3,"35-44","Strongly disagree"
"627","week 24","1",41,"Male","Australia",3,"35-44","Strongly agree"
"628","week 24","1",43,"Male","Australia",3,"35-44","Strongly agree"
"629","week 24","1",74,"Female","Australia",6,"65+","Strongly agree"
"630","week 24","4",34,"Male","Australia",2,"25-34","Somewhat disagree"
"631","week 24","1",20,"Male","Australia",1,"18-24","Strongly agree"
"632","week 24","1",23,"Female","Australia",1,"18-24","Strongly agree"
